,studrollno,SubName,SubjectId,per_lect
14598,19-1327     ,KOA101,4009,75.0
14599,19-1327     ,KOC101,4010,100.0
14600,19-1327     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,86.66666666666667
14601,19-1327     ,PSG 101 Child Psychology ,29684,80.0
14602,19-1328     ,ENGLISH (GE),29974,53.333333333333336
14603,19-1328     ,GC : Communicative  English 1.1,60034,78.57142857142857
14604,19-1328     ,HSC101 History  of Goa,4015,60.0
14605,19-1328     ,KOA101,4009,75.0
14606,19-1328     ,KOC101,4010,58.333333333333336
14607,19-1328     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,53.333333333333336
14608,19-1330     ,GC : Communicative  English 1.1,60034,80.95238095238095
14609,19-1330     ,HNG101,29679,100.0
14610,19-1330     ,HSC101 History  of Goa,4015,60.0
14611,19-1330     ,KOA101,4009,62.5
14612,19-1330     ,KOC101,4010,58.333333333333336
14613,19-1330     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,66.66666666666666
14614,19-1341     ,ENGLISH (GE),29974,86.66666666666667
14615,19-1341     ,GC : Communicative  English 1.1,60034,100.0
14616,19-1341     ,HNC101,4008,69.23076923076923
14617,19-1341     ,HSC101 History  of Goa,4015,86.66666666666667
14618,19-1341     ,KOA101,4009,100.0
14619,19-1341     ,KOC101,4010,83.33333333333334
14620,19-1342     ,GC : Communicative  English 1.1,60034,90.47619047619048
14621,19-1342     ,Geography (BA) - GE,29976,88.23529411764706
14622,19-1342     ,HNC101,4008,69.23076923076923
14623,19-1342     ,HSC101 History  of Goa,4015,0.0
14624,19-1342     ,KOA101,4009,100.0
14625,19-1342     ,KOC101,4010,83.33333333333334
14626,19-1343     ,Computer  Science (FYBA)   GE,59352,100.0
14627,19-1343     ,GC : Communicative  English 1.1,60034,100.0
14628,19-1343     ,HNC101,4008,69.23076923076923
14629,19-1343     ,HSC101 History  of Goa,4015,0.0
14630,19-1343     ,KOA101,4009,100.0
14631,19-1343     ,KOC101,4010,100.0
14632,19-1344     ,GC : Communicative  English 1.1,60034,90.47619047619048
14633,19-1344     ,Geography (BA) - GE,29976,88.23529411764706
14634,19-1344     ,HNC101,4008,76.92307692307693
14635,19-1344     ,HSC101 History  of Goa,4015,66.66666666666666
14636,19-1344     ,KOA101,4009,100.0
14637,19-1344     ,KOC101,4010,100.0
14638,19-1345     ,AECC - English,29675,81.25
14639,19-1345     ,GC : Communicative  English 1.1,60034,95.23809523809523
14640,19-1345     ,Geography (BA) - GE,29976,94.11764705882352
14641,19-1345     ,HNC101,4008,76.92307692307693
14642,19-1345     ,HSC101 History  of Goa,4015,60.0
14643,19-1345     ,KOC101,4010,91.66666666666666
14644,19-1346     ,GC : Communicative  English 1.1,60034,59.523809523809526
14645,19-1346     ,HNC101,4008,38.46153846153847
14646,19-1346     ,HSC101 History  of Goa,4015,26.666666666666668
14647,19-1346     ,KOA101,4009,100.0
14648,19-1346     ,KOC101,4010,33.33333333333333
14649,19-1346     ,SOG101,29685,100.0
14650,19-1347     ,GC : Communicative  English 1.1,60034,100.0
14651,19-1347     ,Geography (BA) - GE,29976,100.0
14652,19-1347     ,HNC101,4008,69.23076923076923
14653,19-1347     ,HSC101 History  of Goa,4015,0.0
14654,19-1347     ,KOA101,4009,100.0
14655,19-1347     ,KOC101,4010,100.0
14656,19-1348     ,GC : Communicative  English 1.1,60034,76.19047619047619
14657,19-1348     ,Geography (BA) - GE,29976,58.82352941176471
14658,19-1348     ,HNC101,4008,53.84615384615385
14659,19-1348     ,HSC101 History  of Goa,4015,33.33333333333333
14660,19-1348     ,KOA101,4009,100.0
14661,19-1348     ,KOC101,4010,58.333333333333336
14662,19-1349     ,Computer  Science (FYBA)   GE,59352,100.0
14663,19-1349     ,GC : Communicative  English 1.1,60034,78.57142857142857
14664,19-1349     ,HNC101,4008,38.46153846153847
14665,19-1349     ,HSC101 History  of Goa,4015,53.333333333333336
14666,19-1349     ,KOA101,4009,100.0
14667,19-1349     ,KOC101,4010,50.0
14668,19-1350     ,ENGLISH (GE),29974,80.0
14669,19-1350     ,GC : Communicative  English 1.1,60034,83.33333333333334
14670,19-1350     ,HNC101,4008,46.15384615384615
14671,19-1350     ,HSC101 History  of Goa,4015,46.666666666666664
14672,19-1350     ,KOA101,4009,100.0
14673,19-1350     ,KOC101,4010,83.33333333333334
14674,19-1351     ,Computer  Science (FYBA)   GE,59352,100.0
14675,19-1351     ,GC : Communicative  English 1.1,60034,80.95238095238095
14676,19-1351     ,HNC101,4008,38.46153846153847
14677,19-1351     ,HSC101 History  of Goa,4015,40.0
14678,19-1351     ,KOA101,4009,100.0
14679,19-1351     ,KOC101,4010,58.333333333333336
14680,19-1352     ,GC : Communicative  English 1.1,60034,78.57142857142857
14681,19-1352     ,Geography (BA) - GE,29976,52.94117647058824
14682,19-1352     ,HNC101,4008,61.53846153846154
14683,19-1352     ,HSC101 History  of Goa,4015,66.66666666666666
14684,19-1352     ,KOA101,4009,75.0
14685,19-1352     ,KOC101,4010,100.0
14686,19-1361     ,GC : Communicative  English 1.1,60034,97.61904761904762
14687,19-1361     ,HNA101,8014,70.0
14688,19-1361     ,HNG101,29679,90.0
14689,19-1361     ,KOC101,4010,100.0
14690,19-1361     ,MRC101,8054,76.47058823529412
14691,19-1361     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,76.92307692307693
14692,19-1362     ,GC : Communicative  English 1.1,60034,88.09523809523809
14693,19-1362     ,HNG101,29679,100.0
14694,19-1362     ,KOC101,4010,83.33333333333334
14695,19-1362     ,MRA101 ,8038,76.92307692307693
14696,19-1362     ,MRC101,8054,64.70588235294117
14697,19-1362     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,84.61538461538461
14698,19-1363     ,GC : Communicative  English 1.1,60034,88.09523809523809
14699,19-1363     ,KOC101,4010,58.333333333333336
14700,19-1363     ,MRA101 ,8038,76.92307692307693
14701,19-1363     ,MRC101,8054,76.47058823529412
14702,19-1363     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,69.23076923076923
14703,19-1363     ,SOG101,29685,100.0
14704,19-1372     ,Entrepreneurship  Development (GE),30325,6.25
14705,19-1372     ,GC : Communicative  English 1.1,60034,100.0
14706,19-1372     ,HNC101,4008,0.0
14707,19-1372     ,KOC101,4010,0.0
14708,19-1372     ,MRA101 ,8038,15.384615384615385
14709,19-1372     ,MRC101,8054,29.411764705882355
14710,19-1373     ,Entrepreneurship  Development (GE),30325,12.5
14711,19-1373     ,GC : Communicative  English 1.1,60034,100.0
14712,19-1373     ,HNC101,4008,0.0
14713,19-1373     ,KOC101,4010,0.0
14714,19-1373     ,MRA101 ,8038,23.076923076923077
14715,19-1373     ,MRC101,8054,23.52941176470588
14716,19-1401     ,GC : Communicative  English 1.1,30017,100.0
14717,19-1401     ,Geography (BA) - GE,29976,100.0
14718,19-1401     ,HNA101,8014,90.0
14719,19-1401     ,PIC101  MORAL PHILOSOPHY - I,4005,84.61538461538461
14720,19-1401     ,PSC 101 Fundamentals  of  Psychology- I,8046,86.66666666666667
14721,19-1401     ,SOC101,4011,100.0
14722,19-1403     ,AECC - English,29675,93.75
14723,19-1403     ,GC : Communicative  English 1.1,30017,100.0
14724,19-1403     ,Geography (BA) - GE,29976,100.0
14725,19-1403     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14726,19-1403     ,PSC 101 Fundamentals  of  Psychology- I,12069,95.65217391304348
14727,19-1403     ,SOC101,4011,100.0
14728,19-1404     ,AECC - English,29675,81.25
14729,19-1404     ,GC : Communicative  English 1.1,30017,100.0
14730,19-1404     ,Geography (BA) - GE,29976,100.0
14731,19-1404     ,PIC101  MORAL PHILOSOPHY - I,4005,84.61538461538461
14732,19-1404     ,PSC 101 Fundamentals  of  Psychology- I,12069,91.30434782608695
14733,19-1404     ,SOC101,4011,75.0
14734,19-1405     ,AECC - English,29675,87.5
14735,19-1405     ,French (GE),29677,66.66666666666666
14736,19-1405     ,GC : Communicative  English 1.1,30017,100.0
14737,19-1405     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14738,19-1405     ,PSC 101 Fundamentals  of  Psychology- I,8046,100.0
14739,19-1405     ,SOC101,4011,50.0
14740,19-1406     ,AECC - English,29675,87.5
14741,19-1406     ,GC : Communicative  English 1.1,30017,100.0
14742,19-1406     ,Geography (BA) - GE,29976,100.0
14743,19-1406     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14744,19-1406     ,PSC 101 Fundamentals  of  Psychology- I,12069,100.0
14745,19-1406     ,SOC101,4011,75.0
14746,19-1409     ,AECC - English,29675,81.25
14747,19-1409     ,ENGLISH (GE),29974,100.0
14748,19-1409     ,GC : Communicative  English 1.1,30017,100.0
14749,19-1409     ,PIC101  MORAL PHILOSOPHY - I,4005,76.92307692307693
14750,19-1409     ,PSC 101 Fundamentals  of  Psychology- I,8046,100.0
14751,19-1409     ,SOC101,4011,83.33333333333334
14752,19-1411     ,GC : Communicative  English 1.1,30017,100.0
14753,19-1411     ,HSG102 Indian Culture and Heritage,29973,71.42857142857143
14754,19-1411     ,KOA101,4009,100.0
14755,19-1411     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14756,19-1411     ,PSC 101 Fundamentals  of  Psychology- I,8046,100.0
14757,19-1411     ,SOC101,4011,75.0
14758,19-1412     ,ENGLISH (GE),29974,100.0
14759,19-1412     ,GC : Communicative  English 1.1,30017,100.0
14760,19-1412     ,KOA101,4009,100.0
14761,19-1412     ,PIC101  MORAL PHILOSOPHY - I,4005,92.3076923076923
14762,19-1412     ,PSC 101 Fundamentals  of  Psychology- I,8046,100.0
14763,19-1412     ,SOC101,4011,75.0
14764,19-1413     ,AECC - English,29675,75.0
14765,19-1413     ,Computer  Science (FYBA)   GE,59352,100.0
14766,19-1413     ,GC : Communicative  English 1.1,30017,100.0
14767,19-1413     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14768,19-1413     ,PSC 101 Fundamentals  of  Psychology- I,8046,94.73684210526315
14769,19-1413     ,SOC101,4011,100.0
14770,19-1414     ,AECC - English,29675,87.5
14771,19-1414     ,GC : Communicative  English 1.1,30017,100.0
14772,19-1414     ,Geography (BA) - GE,29976,100.0
14773,19-1414     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14774,19-1414     ,PSC 101 Fundamentals  of  Psychology- I,8046,100.0
14775,19-1414     ,SOC101,4011,100.0
14776,19-1415     ,AECC - English,29675,87.5
14777,19-1415     ,GC : Communicative  English 1.1,30017,100.0
14778,19-1415     ,Geography (BA) - GE,29976,100.0
14779,19-1415     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14780,19-1415     ,PSC 101 Fundamentals  of  Psychology- I,8046,100.0
14781,19-1415     ,SOC101,4011,100.0
14782,19-1416     ,AECC - English,29675,87.5
14783,19-1416     ,GC : Communicative  English 1.1,30017,100.0
14784,19-1416     ,Geography (BA) - GE,29976,100.0
14785,19-1416     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14786,19-1416     ,PSC 101 Fundamentals  of  Psychology- I,8046,100.0
14787,19-1416     ,SOC101,4011,100.0
14788,19-1421     ,GC : Communicative  English 1.1,30017,100.0
14789,19-1421     ,HNA101,8014,60.0
14790,19-1421     ,HNG101,29679,60.0
14791,19-1421     ,PIC101  MORAL PHILOSOPHY - I,4005,84.61538461538461
14792,19-1421     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,61.53846153846154
14793,19-1421     ,SOC101,4011,41.66666666666667
14794,19-1422     ,GC : Communicative  English 1.1,30017,100.0
14795,19-1422     ,MRA101 ,8038,61.53846153846154
14796,19-1422     ,MRG101 ,59362,68.75
14797,19-1422     ,PIC101  MORAL PHILOSOPHY - I,4005,84.61538461538461
14798,19-1422     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,69.23076923076923
14799,19-1422     ,SOC101,4011,50.0
14800,19-1423     ,GC : Communicative  English 1.1,30017,100.0
14801,19-1423     ,Geography (BA) - GE,29976,100.0
14802,19-1423     ,KOA101,4009,100.0
14803,19-1423     ,PIC101  MORAL PHILOSOPHY - I,4005,84.61538461538461
14804,19-1423     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,69.23076923076923
14805,19-1423     ,SOC101,4011,41.66666666666667
14806,19-1424     ,ENGLISH (GE),29974,100.0
14807,19-1424     ,GC : Communicative  English 1.1,30017,100.0
14808,19-1424     ,KOA101,4009,100.0
14809,19-1424     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14810,19-1424     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,92.3076923076923
14811,19-1424     ,SOC101,4011,66.66666666666666
14812,19-1426     ,GC : Communicative  English 1.1,30017,100.0
14813,19-1426     ,HSG102 Indian Culture and Heritage,29973,50.0
14814,19-1426     ,KOA101,4009,100.0
14815,19-1426     ,PIC101  MORAL PHILOSOPHY - I,4005,84.61538461538461
14816,19-1426     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,76.92307692307693
14817,19-1426     ,SOC101,4011,83.33333333333334
14818,19-1427     ,ENGLISH (GE),29974,93.33333333333333
14819,19-1427     ,GC : Communicative  English 1.1,30017,100.0
14820,19-1427     ,KOA101,4009,100.0
14821,19-1427     ,PIC101  MORAL PHILOSOPHY - I,4005,84.61538461538461
14822,19-1427     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,69.23076923076923
14823,19-1427     ,SOC101,4011,75.0
14824,19-1429     ,AECC - English,29675,87.5
14825,19-1429     ,GC : Communicative  English 1.1,30017,100.0
14826,19-1429     ,Geography (BA) - GE,29976,100.0
14827,19-1429     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14828,19-1429     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,92.3076923076923
14829,19-1429     ,SOC101,4011,83.33333333333334
14830,19-1431     ,GC : Communicative  English 1.1,30017,100.0
14831,19-1431     ,HSG102 Indian Culture and Heritage,29973,64.28571428571429
14832,19-1431     ,MRA101 ,8038,61.53846153846154
14833,19-1431     ,PIC101  MORAL PHILOSOPHY - I,4005,84.61538461538461
14834,19-1431     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,53.84615384615385
14835,19-1431     ,SOC101,4011,66.66666666666666
14836,19-1434     ,GC : Communicative  English 1.1,30017,100.0
14837,19-1434     ,HNA101,8014,60.0
14838,19-1434     ,MRG101 ,59362,93.75
14839,19-1434     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14840,19-1434     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,92.3076923076923
14841,19-1434     ,SOC101,4011,100.0
14842,19-1435     ,GC : Communicative  English 1.1,30017,100.0
14843,19-1435     ,HSG102 Indian Culture and Heritage,29973,100.0
14844,19-1435     ,MRA101 ,8038,61.53846153846154
14845,19-1435     ,PIC101  MORAL PHILOSOPHY - I,4005,92.3076923076923
14846,19-1435     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,76.92307692307693
14847,19-1435     ,SOC101,4011,58.333333333333336
14848,19-1436     ,GC : Communicative  English 1.1,30017,100.0
14849,19-1436     ,HSG102 Indian Culture and Heritage,29973,92.85714285714286
14850,19-1436     ,MRA101 ,8038,38.46153846153847
14851,19-1436     ,PIC101  MORAL PHILOSOPHY - I,4005,84.61538461538461
14852,19-1436     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,61.53846153846154
14853,19-1436     ,SOC101,4011,41.66666666666667
14854,19-1437     ,Computer  Science (FYBA)   GE,59352,91.66666666666666
14855,19-1437     ,GC : Communicative  English 1.1,30017,100.0
14856,19-1437     ,MRA101 ,8038,38.46153846153847
14857,19-1437     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14858,19-1437     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,61.53846153846154
14859,19-1437     ,SOC101,4011,50.0
14860,19-1438     ,ENGLISH (GE),29974,33.33333333333333
14861,19-1438     ,GC : Communicative  English 1.1,30017,100.0
14862,19-1438     ,KOA101,4009,100.0
14863,19-1438     ,PIC101  MORAL PHILOSOPHY - I,4005,46.15384615384615
14864,19-1438     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,53.84615384615385
14865,19-1438     ,SOC101,4011,41.66666666666667
14866,19-1439     ,GC : Communicative  English 1.1,30017,100.0
14867,19-1439     ,HNG101,29679,90.0
14868,19-1439     ,MRA101 ,8038,100.0
14869,19-1439     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14870,19-1439     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,100.0
14871,19-1439     ,SOC101,4011,75.0
14872,19-1440     ,ENGLISH (GE),29974,100.0
14873,19-1440     ,GC : Communicative  English 1.1,30017,100.0
14874,19-1440     ,KOA101,4009,100.0
14875,19-1440     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14876,19-1440     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,100.0
14877,19-1440     ,SOC101,4011,83.33333333333334
14878,19-1451     ,AECC - English,29675,62.5
14879,19-1451     ,BOG101 Environmental   Biotechnology,89064,92.3076923076923
14880,19-1451     ,HNC101,4008,46.15384615384615
14881,19-1451     ,PIC101  MORAL PHILOSOPHY - I,4005,69.23076923076923
14882,19-1451     ,SOC101,4011,83.33333333333334
14883,19-1452     ,Computer  Science (FYBA)   GE,59352,91.66666666666666
14884,19-1452     ,HNC101,4008,84.61538461538461
14885,19-1452     ,KOA101,4009,100.0
14886,19-1452     ,PIC101  MORAL PHILOSOPHY - I,4005,84.61538461538461
14887,19-1452     ,SOC101,4011,66.66666666666666
14888,19-1454     ,HNC101,4008,84.61538461538461
14889,19-1454     ,HSG102 Indian Culture and Heritage,29973,92.85714285714286
14890,19-1454     ,MRA101 ,8038,76.92307692307693
14891,19-1454     ,PIC101  MORAL PHILOSOPHY - I,4005,76.92307692307693
14892,19-1454     ,SOC101,4011,75.0
14893,19-1455     ,AECC - English,29675,68.75
14894,19-1455     ,BOG101 Environmental   Biotechnology,89064,69.23076923076923
14895,19-1455     ,HNC101,4008,69.23076923076923
14896,19-1455     ,PIC101  MORAL PHILOSOPHY - I,4005,69.23076923076923
14897,19-1455     ,SOC101,4011,41.66666666666667
14898,19-1456     ,AECC - English,29675,93.75
14899,19-1456     ,BOG101 Environmental   Biotechnology,89064,100.0
14900,19-1456     ,HNC101,4008,92.3076923076923
14901,19-1456     ,PIC101  MORAL PHILOSOPHY - I,4005,92.3076923076923
14902,19-1456     ,SOC101,4011,83.33333333333334
14903,19-1473     ,ENGLISH (GE),29974,100.0
14904,19-1473     ,HNA101,8014,70.0
14905,19-1473     ,HSC101 History  of Goa,4015,84.61538461538461
14906,19-1473     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14907,19-1473     ,PSC 101 Fundamentals  of  Psychology- I,8046,89.47368421052632
14908,19-1474     ,HSC101 History  of Goa,4015,100.0
14909,19-1474     ,KOA101,4009,100.0
14910,19-1474     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14911,19-1474     ,PSC 101 Fundamentals  of  Psychology- I,8046,94.73684210526315
14912,19-1474     ,SOG101,29685,100.0
14913,19-1475     ,AECC - English,29675,100.0
14914,19-1475     ,HSC101 History  of Goa,4015,100.0
14915,19-1475     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14916,19-1475     ,POG101 CONTEMPORARY ISSUES IN INDIA,59366,100.0
14917,19-1475     ,PSC 101 Fundamentals  of  Psychology- I,8046,100.0
14918,19-1476     ,HSC101 History  of Goa,4015,100.0
14919,19-1476     ,MRA101 ,8038,84.61538461538461
14920,19-1476     ,PIC101  MORAL PHILOSOPHY - I,4005,92.3076923076923
14921,19-1476     ,PSC 101 Fundamentals  of  Psychology- I,8046,100.0
14922,19-1476     ,SOG101,29685,100.0
14923,19-1477     ,HNA101,8014,80.0
14924,19-1477     ,HSC101 History  of Goa,4015,100.0
14925,19-1477     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14926,19-1477     ,POG101 CONTEMPORARY ISSUES IN INDIA,59366,100.0
14927,19-1477     ,PSC 101 Fundamentals  of  Psychology- I,8046,89.47368421052632
14928,19-1478     ,AECC - English,29675,6.25
14929,19-1478     ,ENGLISH (GE),29974,93.33333333333333
14930,19-1478     ,HSC101 History  of Goa,4015,0.0
14931,19-1478     ,PIC101  MORAL PHILOSOPHY - I,4005,0.0
14932,19-1478     ,PSC 101 Fundamentals  of  Psychology- I,8046,47.368421052631575
14933,19-1479     ,AECC - English,29675,75.0
14934,19-1479     ,BOG101 Environmental   Biotechnology,89064,61.53846153846154
14935,19-1479     ,HSC101 History  of Goa,4015,92.3076923076923
14936,19-1479     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14937,19-1479     ,PSC 101 Fundamentals  of  Psychology- I,12069,85.18518518518519
14938,19-1492     ,HNA101,8014,60.0
14939,19-1492     ,HNG101,29679,90.0
14940,19-1492     ,HSC101 History  of Goa,4015,69.23076923076923
14941,19-1492     ,PIC101  MORAL PHILOSOPHY - I,4005,92.3076923076923
14942,19-1492     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,84.61538461538461
14943,19-1493     ,HNA101,8014,80.0
14944,19-1493     ,HSC101 History  of Goa,4015,92.3076923076923
14945,19-1493     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14946,19-1493     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,100.0
14947,19-1493     ,SOG101,29685,100.0
14948,19-1494     ,HSC101 History  of Goa,4015,92.3076923076923
14949,19-1494     ,KOA101,4009,100.0
14950,19-1494     ,PIC101  MORAL PHILOSOPHY - I,4005,84.61538461538461
14951,19-1494     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,92.3076923076923
14952,19-1494     ,SOG101,29685,100.0
14953,19-1495     ,HNA101,8014,60.0
14954,19-1495     ,HSC101 History  of Goa,4015,84.61538461538461
14955,19-1495     ,MRG101 ,59362,81.25
14956,19-1495     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14957,19-1495     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,84.61538461538461
14958,19-1496     ,ENGLISH (GE),29974,73.33333333333333
14959,19-1496     ,HNA101,8014,40.0
14960,19-1496     ,HSC101 History  of Goa,4015,69.23076923076923
14961,19-1496     ,PIC101  MORAL PHILOSOPHY - I,4005,61.53846153846154
14962,19-1496     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,46.15384615384615
14963,19-1497     ,HNA101,8014,80.0
14964,19-1497     ,HSC101 History  of Goa,4015,76.92307692307693
14965,19-1497     ,PIC101  MORAL PHILOSOPHY - I,4005,76.92307692307693
14966,19-1497     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,100.0
14967,19-1497     ,SOG101,29685,100.0
14968,19-1511     ,HNC101,4008,76.92307692307693
14969,19-1511     ,HSC101 History  of Goa,4015,76.92307692307693
14970,19-1511     ,MRA101 ,8038,92.3076923076923
14971,19-1511     ,MRG101 ,59362,93.75
14972,19-1511     ,PIC101  MORAL PHILOSOPHY - I,4005,92.3076923076923
14973,19-1512     ,HNC101,4008,69.23076923076923
14974,19-1512     ,HSC101 History  of Goa,4015,61.53846153846154
14975,19-1512     ,MRA101 ,8038,61.53846153846154
14976,19-1512     ,PIC101  MORAL PHILOSOPHY - I,4005,84.61538461538461
14977,19-1512     ,SOG101,29685,100.0
14978,19-1513     ,HNC101,4008,92.3076923076923
14979,19-1513     ,HSC101 History  of Goa,4015,100.0
14980,19-1513     ,MRA101 ,8038,100.0
14981,19-1513     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14982,19-1513     ,SOG101,29685,100.0
14983,19-1515     ,Geography (BA) - GE,29976,88.23529411764706
14984,19-1515     ,HNC101,4008,84.61538461538461
14985,19-1515     ,HSC101 History  of Goa,4015,92.3076923076923
14986,19-1515     ,MRA101 ,8038,84.61538461538461
14987,19-1515     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14988,19-1517     ,HNC101,4008,100.0
14989,19-1517     ,HSC101 History  of Goa,4015,100.0
14990,19-1517     ,MRA101 ,8038,100.0
14991,19-1517     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14992,19-1517     ,SOG101,29685,100.0
14993,19-1518     ,HNC101,4008,69.23076923076923
14994,19-1518     ,HSC101 History  of Goa,4015,100.0
14995,19-1518     ,MRA101 ,8038,69.23076923076923
14996,19-1518     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
14997,19-1518     ,POG101 CONTEMPORARY ISSUES IN INDIA,59366,92.3076923076923
14998,19-1531     ,MRA101 ,8038,76.92307692307693
14999,19-1531     ,MRC101,8054,76.47058823529412
15000,19-1531     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
15001,19-1531     ,PSC 101 Fundamentals  of  Psychology- I,8046,94.73684210526315
15002,19-1531     ,SOG101,29685,100.0
15003,19-1532     ,MRA101 ,8038,61.53846153846154
15004,19-1532     ,MRC101,8054,76.47058823529412
15005,19-1532     ,PIC101  MORAL PHILOSOPHY - I,4005,84.61538461538461
15006,19-1532     ,POG101 CONTEMPORARY ISSUES IN INDIA,59366,61.53846153846154
15007,19-1532     ,PSC 101 Fundamentals  of  Psychology- I,8046,84.21052631578947
15008,19-1533     ,MRA101 ,8038,61.53846153846154
15009,19-1533     ,MRC101,8054,70.58823529411765
15010,19-1533     ,PIC101  MORAL PHILOSOPHY - I,4005,92.3076923076923
15011,19-1533     ,POG101 CONTEMPORARY ISSUES IN INDIA,59366,84.61538461538461
15012,19-1533     ,PSC 101 Fundamentals  of  Psychology- I,8046,89.47368421052632
15013,19-1534     ,Entrepreneurship  Development (GE),30325,81.25
15014,19-1534     ,MRA101 ,8038,61.53846153846154
15015,19-1534     ,MRC101,8054,88.23529411764706
15016,19-1534     ,PIC101  MORAL PHILOSOPHY - I,4005,92.3076923076923
15017,19-1534     ,PSC 101 Fundamentals  of  Psychology- I,8046,89.47368421052632
15018,19-1551     ,HNA101,8014,70.0
15019,19-1551     ,MRC101,8054,88.23529411764706
15020,19-1551     ,PIC101  MORAL PHILOSOPHY - I,4005,100.0
15021,19-1551     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,92.3076923076923
15022,19-1551     ,SOG101,29685,100.0
15023,19-1552     ,HNA101,8014,30.0
15024,19-1552     ,HSG102 Indian Culture and Heritage,29973,78.57142857142857
15025,19-1552     ,MRC101,8054,58.82352941176471
15026,19-1552     ,PIC101  MORAL PHILOSOPHY - I,4005,61.53846153846154
15027,19-1552     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,53.84615384615385
15028,19-1553     ,Geography (BA) - GE,29976,100.0
15029,19-1553     ,HNA101,8014,80.0
15030,19-1553     ,MRC101,8054,88.23529411764706
15031,19-1553     ,PIC101  MORAL PHILOSOPHY - I,4005,76.92307692307693
15032,19-1553     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,84.61538461538461
15033,19-1561     ,Geography (BA) - GE,29976,76.47058823529412
15034,19-1561     ,HNA101,8014,50.0
15035,19-1561     ,HNC101,4008,53.84615384615385
15036,19-1561     ,MRC101,8054,76.47058823529412
15037,19-1561     ,PIC101  MORAL PHILOSOPHY - I,4005,69.23076923076923
15038,19-1562     ,Geography (BA) - GE,29976,76.47058823529412
15039,19-1562     ,HNA101,8014,50.0
15040,19-1562     ,HNC101,4008,46.15384615384615
15041,19-1562     ,MRC101,8054,70.58823529411765
15042,19-1562     ,PIC101  MORAL PHILOSOPHY - I,4005,61.53846153846154
15043,19-1563     ,HNA101,8014,80.0
15044,19-1563     ,HNC101,4008,30.76923076923077
15045,19-1563     ,MRC101,8054,76.47058823529412
15046,19-1563     ,PIC101  MORAL PHILOSOPHY - I,4005,92.3076923076923
